"","CHF=X.Close"
"2018-11-07",1.00158
"2018-11-08",1.0018
"2018-11-09",1.0056
"2018-11-12",1.0059
"2018-11-13",1.01021
"2018-11-14",1.0058
"2018-11-15",1.0059
"2018-11-16",1.0067
"2018-11-19",0.99938
"2018-11-20",0.993
"2018-11-21",0.99472
"2018-11-22",0.9941
"2018-11-23",0.9943
"2018-11-26",0.99732
"2018-11-27",0.99822
"2018-11-28",0.9982
"2018-11-29",0.993
"2018-11-30",0.9959
"2018-12-03",0.9983
"2018-12-04",0.99782
"2018-12-05",0.9972
"2018-12-06",0.99702
"2018-12-07",0.9932
"2018-12-10",0.98972
"2018-12-11",0.9895
"2018-12-12",0.99316
"2018-12-13",0.9926
"2018-12-14",0.9936
"2018-12-17",0.99751
"2018-12-18",0.99261
"2018-12-19",0.9924
"2018-12-20",0.9939
"2018-12-21",0.987
"2018-12-24",0.9936
"2018-12-25",0.9858
"2018-12-26",0.9861
"2018-12-27",0.9943
"2018-12-28",0.9869
"2018-12-31",0.9836
"2019-01-01",0.98351
"2019-01-02",0.982
"2019-01-03",0.9887
"2019-01-04",0.9871
"2019-01-07",0.98576
"2019-01-08",0.9791
"2019-01-09",0.98077
"2019-01-10",0.97395
"2019-01-11",0.98401
"2019-01-14",0.9837
"2019-01-15",0.98102
"2019-01-16",0.98747
"2019-01-17",0.99001
"2019-01-18",0.9937
"2019-01-21",0.99536
"2019-01-22",0.9973
"2019-01-23",0.997
"2019-01-24",0.99457
"2019-01-25",0.9956
"2019-01-28",0.9924
"2019-01-29",0.9916
"2019-01-30",0.9945
"2019-01-31",0.9935
"2019-02-01",0.9937
"2019-02-04",0.99547
"2019-02-05",0.9978
"2019-02-06",0.99971
"2019-02-07",1.0021
"2019-02-08",1.00241
"2019-02-11",0.99929
"2019-02-12",1.0039
"2019-02-13",1.00611
"2019-02-14",1.0087
"2019-02-15",1.00495
"2019-02-18",1.0045
"2019-02-19",1.00447
"2019-02-20",1.00128
"2019-02-21",1
"2019-02-22",1.00086
"2019-02-25",0.9997
"2019-02-26",1.00009
"2019-02-27",0.99971
"2019-02-28",1.0005
"2019-03-01",0.99726
"2019-03-04",0.9983
"2019-03-05",0.9986
"2019-03-06",1.0044
"2019-03-07",1.0041
"2019-03-08",1.0107
"2019-03-11",1.0078
"2019-03-12",1.01024
"2019-03-13",1.0074
"2019-03-14",1.00329
"2019-03-15",1.00345
"2019-03-18",1.0024
"2019-03-19",1.001
"2019-03-20",0.9986
"2019-03-21",0.991
"2019-03-22",0.9919
"2019-03-25",0.99399
"2019-03-26",0.99231
"2019-03-27",0.9936
"2019-03-28",0.9947
"2019-03-29",0.99483
"2019-04-01",0.995
"2019-04-02",0.9992
"2019-04-03",0.99816
"2019-04-04",0.99729
"2019-04-05",0.99992
"2019-04-08",0.9999
"2019-04-09",0.99911
"2019-04-10",0.99965
"2019-04-11",1.00221
"2019-04-12",1.00274
"2019-04-15",1.0024
"2019-04-16",1.00367
"2019-04-17",1.0075
"2019-04-18",1.0104
"2019-04-19",1.01484
"2019-04-22",1.01439
"2019-04-23",1.0153
"2019-04-24",1.02015
"2019-04-25",1.0203
"2019-04-26",1.0199
"2019-04-29",1.01932
"2019-04-30",1.0193
"2019-05-01",1.01901
"2019-05-02",1.0174
"2019-05-03",1.01935
"2019-05-06",1.01652
"2019-05-07",1.0171
"2019-05-08",1.0196
"2019-05-09",1.0203
"2019-05-10",1.0152
"2019-05-13",1.0104
"2019-05-14",1.00538
"2019-05-15",1.00874
"2019-05-16",1.00825
"2019-05-17",1.00998
"2019-05-20",1.0105
"2019-05-21",1.0083
"2019-05-22",NA
"2019-05-23",1.00902
"2019-05-24",1.0029
"2019-05-27",1.00177
"2019-05-28",1.00395
"2019-05-29",1.00693
"2019-05-30",1.0083
"2019-05-31",1.0069
"2019-06-03",0.99953
"2019-06-04",0.9923
"2019-06-05",0.99247
"2019-06-06",0.9939
"2019-06-07",0.9911
"2019-06-10",0.9899
"2019-06-11",0.9889
"2019-06-12",0.992
"2019-06-13",0.9947
"2019-06-14",0.9935
"2019-06-17",0.9988
"2019-06-18",0.99865
"2019-06-19",1.00069
"2019-06-20",0.9927
"2019-06-21",0.98105
"2019-06-24",0.9754
"2019-06-25",0.9718
"2019-06-26",0.97482
"2019-06-27",0.97739
"2019-06-28",0.97665
"2019-07-01",0.9794
"2019-07-02",0.987
"2019-07-03",0.9852
"2019-07-04",0.9856
"2019-07-05",0.98472
"2019-07-08",0.9912
"2019-07-09",0.99409
"2019-07-10",0.99359
"2019-07-11",0.9879
"2019-07-12",0.9905
"2019-07-15",0.984
"2019-07-16",0.9841
"2019-07-17",0.98799
"2019-07-18",0.9866
"2019-07-19",0.98264
"2019-07-22",0.98284
"2019-07-23",0.9824
"2019-07-24",0.98538
"2019-07-25",0.98468
"2019-07-26",0.99098
"2019-07-29",0.9933
"2019-07-30",0.9916
"2019-07-31",0.9897
"2019-08-01",0.9938
"2019-08-02",0.99007
"2019-08-05",0.9825
"2019-08-06",0.97062
"2019-08-07",0.97573
"2019-08-08",0.9747
"2019-08-09",0.97393
"2019-08-12",0.97142
"2019-08-13",0.96923
"2019-08-14",0.9758
"2019-08-15",0.97346
"2019-08-16",0.9763
"2019-08-19",0.9793
"2019-08-20",0.98125
"2019-08-21",0.9778
"2019-08-22",0.9819
"2019-08-23",0.98366
"2019-08-26",0.97285
"2019-08-27",0.9791
"2019-08-28",0.9809
"2019-08-29",0.98133
"2019-08-30",0.9858
"2019-09-02",0.9893
"2019-09-03",0.99033
"2019-09-04",0.98683
"2019-09-05",0.98084
"2019-09-06",0.98623
"2019-09-09",0.988
"2019-09-10",0.99239
"2019-09-11",0.9916
"2019-09-12",0.99372
"2019-09-13",0.99056
"2019-09-16",0.98686
"2019-09-17",0.99292
"2019-09-18",0.99254
"2019-09-19",0.9968
"2019-09-20",0.99274
"2019-09-23",0.99137
"2019-09-24",0.98982
"2019-09-25",0.9859
"2019-09-26",0.99086
"2019-09-27",0.99339
"2019-09-30",0.9909
"2019-10-01",0.9976
"2019-10-02",0.99268
"2019-10-03",0.99673
"2019-10-04",0.99815
"2019-10-07",0.99399
"2019-10-08",0.99476
"2019-10-09",0.9926
"2019-10-10",0.99288
"2019-10-11",0.99613
"2019-10-14",0.9978
"2019-10-15",0.99762
"2019-10-16",0.99852
"2019-10-17",0.99422
"2019-10-18",0.9873
"2019-10-21",0.98491
"2019-10-22",0.98592
"2019-10-23",0.98934
"2019-10-24",0.9901
"2019-10-25",0.99235
"2019-10-28",0.9942
"2019-10-29",0.99476
"2019-10-30",0.99412
"2019-10-31",0.98911
"2019-11-01",0.98641
"2019-11-04",0.98584
"2019-11-05",0.98829
"2019-11-06",0.9924
"2019-11-07",0.99247
"2019-11-08",0.9946
"2019-11-11",0.99717
"2019-11-12",0.99301
"2019-11-13",0.99266
"2019-11-14",0.98967
"2019-11-15",0.98877
"2019-11-18",0.988986
"2019-11-19",0.9891
"2019-11-20",0.99031
"2019-11-21",0.99038
"2019-11-22",0.9927
"2019-11-25",0.9976
"2019-11-26",0.99674
"2019-11-27",0.99759
